gene,GenNet_experiment_105,GenNet_experiment_143,GenNet_experiment_144,GenNet_experiment_145,GenNet_experiment_146,mean,std,cv,n_seeds,mean_rank
TERF2IP,0.011453125,0.00834657,0.0051077656,0.0074758837,0.008546429,0.00818595466,0.002280876461207208,0.27863292138087753,5,2021.4
FER,0.008707014,0.0077893957,0.0090111755,0.007882042,0.0075161248,0.0081811504,0.0006423921740286419,0.0785210077581072,5,1990.8
UTS2,0.012688369,0.0067315563,0.0061945543,0.006777959,0.008475536,0.00817359492,0.002665437590134458,0.3261034607443523,5,2052.4
SMARCD3,0.010602126,0.0086550005,0.005013742,0.009377837,0.007205298,0.0081708007,0.0021506943000581696,0.2632170798215859,5,2030.2
DCTPP1,0.010411987,0.0050864317,0.0074194893,0.0069777495,0.01093702,0.008166535499999999,0.0024584530909241174,0.3010399074275888,5,2054.2
CAMK1G,0.00997407,0.010877773,0.009310589,0.0042732605,0.006384813,0.008164101100000001,0.002750406507321836,0.33689030471729897,5,2079.6
CTDSP1,0.009201201,0.009102777,0.007255938,0.008192325,0.0070508104,0.008160610280000001,0.001002696452838391,0.12287027788789234,5,1989.0
FGF1,0.0092348205,0.013148661,0.0045420947,0.004633011,0.009167688,0.00814525504,0.0036257832216690556,0.4451405393524738,5,2119.6
ITGB3,0.008643228,0.010538125,0.007179325,0.010526345,0.0038242668,0.00814225796,0.002794964597804614,0.3432665252728758,5,2073.6
SLC36A1,0.0100262975,0.009878619,0.004142585,0.009584324,0.0070139132,0.00812914774,0.0025452797198081663,0.31310535879228174,5,2060.4
NET1,0.009951186,0.0072845444,0.008774623,0.0068321745,0.0077678417,0.00812207392,0.001251224198463716,0.1540523037327535,5,2016.0
SLC24A4,0.008106032,0.0061458773,0.008018207,0.00798475,0.010333232,0.00811761966,0.0014852926877184603,0.18297145591056926,5,2016.8
SALL4,0.006803718,0.0071018287,0.006329383,0.009906035,0.010440543,0.00811630154,0.0019072462336703429,0.23498957305501278,5,2042.0
KDM3A,0.009294557,0.009200807,0.004778547,0.0068295137,0.010456297,0.00811194434,0.0022823425555289407,0.2813557958324133,5,2043.4
SLC11A1,0.0076029124,0.00869905,0.006941868,0.008920086,0.008377214,0.008108226080000001,0.0008210172076803456,0.10125731566680064,5,2000.6
FANCI,0.007762425,0.008084068,0.0065036137,0.008121547,0.010065747,0.008107480140000001,0.001277400260961946,0.1575582349760706,5,2010.4
IL12RB2,0.009172741,0.008911921,0.0068070106,0.007526878,0.008077012,0.00809911252,0.0009760640205384337,0.12051493520162054,5,2003.8
PLXNC1,0.010086656,0.0069752205,0.0071790125,0.008951939,0.0072989166,0.008098348920000002,0.001362687602154583,0.16826733641832053,5,2022.8
KCNK2,0.008273394,0.007953016,0.0076808296,0.0078073386,0.008718739,0.008086663439999999,0.00041682518090200335,0.05154476676254544,5,1997.8
MTF2,0.008549672,0.007641213,0.007829224,0.008323733,0.008082967,0.0080853618,0.00036581595612097067,0.04524422841795041,5,1998.4
CDH12,0.007902158,0.008345707,0.008173032,0.008433535,0.0075687305,0.008084632500000001,0.0003525475632489187,0.04360712292722256,5,1997.6
MLLT3,0.008266782,0.008300284,0.007858573,0.007576687,0.008322809,0.008065026999999999,0.00033301715620745416,0.04129151163504526,5,2003.6
QKI,0.006641828,0.010533038,0.011041015,0.004974339,0.0071216347,0.008062370939999999,0.0026179851192107482,0.3247165304962697,5,2083.4
CDK12,0.00767716,0.009281815,0.0074689616,0.007800121,0.00803803,0.00805321752,0.0007170276346602357,0.08903616882066234,5,2000.6
SAR1B,0.0076241954,0.007425534,0.0093262475,0.008185992,0.007702871,0.00805296798,0.0007646932957029258,0.09495794564216381,5,2016.4
KIR3DL2,0.007577496,0.008131259,0.0066050882,0.009826155,0.008118257,0.008051651040000002,0.0011701501118750565,0.14533045533913952,5,2021.4
MIA3,0.006450136,0.009143311,0.0048795445,0.013058376,0.0066515463,0.00803658276,0.003195515789175155,0.3976212134689888,5,2104.0
VCAM1,0.008953721,0.008967535,0.0075433096,0.007654675,0.007006999,0.00802524792,0.0008883111642074708,0.11068956038026931,5,2009.4
HS3ST4,0.007874854,0.0076047876,0.0076017785,0.007922193,0.00912258,0.00802523862,0.0006311674840015699,0.07864781520995695,5,2010.6
MCM7,0.010151589,0.008087576,0.004008957,0.009053942,0.008820823,0.0080245774,0.0023636281910595206,0.2945486189789285,5,2072.8
PHIP,0.007205253,0.0075231236,0.006105403,0.0078914985,0.011375857,0.00802022702,0.0019908960975874536,0.24823438197232647,5,2049.6
ST6GALNAC5,0.008367535,0.0068831285,0.008374413,0.00747344,0.008999608,0.0080196249,0.0008362453171872174,0.10427486666953929,5,2026.2
NMS,0.008833185,0.0075700185,0.007980601,0.0072145234,0.008490496,0.00801776478,0.000658680410724649,0.08215262343037319,5,2016.8
TNFSF4,0.009058837,0.0077627846,0.0074849534,0.008067191,0.007638124,0.008002378,0.0006281163375869792,0.07849121068599599,5,2015.2
ARHGAP15,0.0065146447,0.0066330456,0.008044111,0.011259546,0.0075426204,0.00799879354,0.0019307135614923538,0.24137559643680387,5,2061.4
LEMD2,0.008934075,0.007194379,0.007949232,0.0073652887,0.008543306,0.00799725614,0.0007453356443970717,0.09319892114860681,5,2025.4
CNR1,0.009376849,0.00755422,0.005856598,0.0089414995,0.008232037,0.0079922407,0.0013809929901154275,0.17279171661026518,5,2039.6
UBA7,0.015712349,0.008657003,0.004025818,0.0042403094,0.0073017646,0.0079874488,0.00475205537181987,0.5949403233507888,5,2215.8
THRB,0.010980485,0.0076146508,0.006814482,0.007096316,0.007382788,0.00797774436,0.001705312040854297,0.21375867211346652,5,2042.4
PINK1,0.0089040855,0.008784214,0.007811649,0.0077961395,0.006578115,0.007974840600000001,0.0009391471354306925,0.11776375009059019,5,2023.8
CLDN24,0.009471613,0.004987524,0.009186872,0.0066857086,0.009539464,0.00797423632,0.002045929744156874,0.2565674833369967,5,2079.8
NPHS1,0.008463262,0.012470189,0.0064161373,0.0068768985,0.0055427686,0.00795385108,0.002738362510113419,0.3442813402678668,5,2091.8
LMBRD1,0.0070257853,0.008886507,0.005963004,0.008191882,0.009697912,0.00795301806,0.0014826520997016015,0.186426346390266,5,2043.4
GRIK2,0.008182956,0.0093014,0.006888284,0.007815052,0.0074656378,0.007930665960000001,0.0009025990251173596,0.1138112523802931,5,2032.2
FRK,0.009939152,0.006903858,0.007180846,0.008638271,0.0069590523,0.00792423586,0.0013318325718732996,0.16807078883102547,5,2049.4
TNFSF14,0.009265723,0.007376736,0.007765196,0.0073710624,0.0077590905,0.007907561580000002,0.0007836646650935155,0.09910320105196264,5,2041.2
SEMA5A,0.006546745,0.0076610716,0.009676194,0.007481949,0.008167851,0.007906762119999999,0.0011499492561038392,0.14543870659711203,5,2052.8
ACER3,0.0075740004,0.008293743,0.00623402,0.010074682,0.0073439637,0.007904081819999999,0.0014208389697128144,0.17976015457198477,5,2054.8
CRLF1,0.0068027717,0.009101788,0.0069851307,0.009651228,0.0069517205,0.007898527780000001,0.0013648454909158203,0.17279745402323826,5,2052.2
KRT1,0.0059560183,0.009301385,0.008748261,0.010041104,0.005433112,0.00789597606,0.002069557517633617,0.2621028105844608,5,2086.6
GSC,0.006069714,0.009668255,0.009345892,0.008724406,0.0056548733,0.00789262806,0.0018899235227170619,0.23945427408333514,5,2076.2
NPAS2,0.0075505166,0.008946383,0.007943855,0.008289365,0.0066929953,0.007884622979999999,0.000840574576690886,0.10660935580852417,5,2034.6
MMP24,0.009482269,0.007006903,0.007302856,0.009630418,0.0059488574,0.00787426068,0.0016167691342453972,0.20532329318889114,5,2069.4
RBCK1,0.008447523,0.0085971,0.0066222744,0.009019035,0.0066615175,0.00786948998,0.0011401465346451752,0.14488188402842025,5,2053.8
TRIM3,0.006300463,0.008679416,0.0071596857,0.009326825,0.00787818,0.00786891394,0.001198493549795208,0.15230736527729874,5,2061.0
CYB5R2,0.008629531,0.009015819,0.009397756,0.0063868994,0.005824689,0.00785093888,0.001628257869720049,0.2073965795184039,5,2073.2
ELAVL1,0.00862701,0.008383593,0.008323655,0.0083522145,0.0055500995,0.0078473144,0.001289819826608323,0.1643644896664677,5,2058.2
DOK4,0.008265985,0.008141825,0.008231355,0.0056614215,0.008899018,0.0078399209,0.0012543368427756156,0.15999355845230728,5,2062.6
PLRG1,0.0076749325,0.009586683,0.007079556,0.0081625935,0.00668788,0.007838329000000002,0.001127813920668931,0.14388448362768783,5,2049.8
ESD,0.004787909,0.0092224255,0.00784455,0.0075951,0.009683459,0.0078266887,0.0019159730934288851,0.24479996162730797,5,2088.0
HSD17B4,0.010530329,0.013362183,0.0038376097,0.0068837963,0.0045102825,0.0078248401,0.004054371047404393,0.5181410732475407,5,2207.8
SLC23A2,0.0050446284,0.011589618,0.005335423,0.006789135,0.01036389,0.007824538879999999,0.002984115707630415,0.38137911427061827,5,2141.8
PTPRR,0.006645719,0.0085291965,0.00855855,0.008432854,0.006954463,0.0078241565,0.0009423387907617146,0.12043966538267921,5,2056.4
EEA1,0.0088546565,0.007460956,0.0072969436,0.0071580163,0.008327196,0.00781955368,0.0007362886441442629,0.09415993217457685,5,2055.4
KMT5A,0.00955623,0.008114218,0.008227849,0.0064866818,0.0067071067,0.007818417099999999,0.0012533610855415015,0.16030880285748655,5,2059.4
SULT1B1,0.00931176,0.007847159,0.0073740724,0.0060659777,0.008441843,0.0078081624200000005,0.001213210537928987,0.15537721587622752,5,2063.2
FA2H,0.009252062,0.006389344,0.007190724,0.006835046,0.009359974,0.0078054299999999995,0.0013994784139678613,0.17929549223654065,5,2072.6
CHST3,0.0065468475,0.006798798,0.01528902,0.0063684955,0.004021387,0.0078049096,0.004329700278595757,0.554740605656183,5,2236.0
PPFIA2,0.0076093078,0.010193608,0.009850429,0.006665346,0.0046746777,0.0077986737,0.00229265415185548,0.2939800073768287,5,2111.4
H4-16,0.0063887425,0.006339062,0.0058725197,0.0071975198,0.0131941,0.0077983888,0.0030537048031695525,0.3915815024726072,5,2147.0
CD58,0.007685875,0.007517869,0.00907245,0.008250709,0.0064613693,0.00779765446,0.0009626518925811174,0.12345403319924969,5,2064.6
MUC21,0.007204546,0.00735448,0.00932944,0.007963491,0.0071085207,0.00779209554,0.000921520588088789,0.11826351247340956,5,2064.8
ZNF274,0.009242699,0.0120101515,0.004085967,0.0059904708,0.0076028714,0.0077864319400000005,0.00303780892799284,0.39014133192215894,5,2147.6
TNR,0.008757322,0.0077119037,0.0053817965,0.006620236,0.010442577,0.007782767040000001,0.0019458613747671705,0.250021793632817,5,2092.2
CBR4,0.008912776,0.008844534,0.0076016346,0.0065027047,0.0070191976,0.007776169379999999,0.0010791731239992368,0.13877952900239385,5,2062.6
TNFRSF8,0.0062874276,0.0071743997,0.004719939,0.008312369,0.012365581,0.00777194326,0.002883970471448508,0.3710745659057356,5,2146.8
KCNK9,0.0077829184,0.0077910423,0.0072575705,0.0075274194,0.0084970435,0.00777119882,0.00046114641613584855,0.05934044757020494,5,2055.2
RPL30,0.008694288,0.010067708,0.005142266,0.009496218,0.0053890767,0.00775791134,0.002328446370461853,0.3001383063578364,5,2115.2
GALNT16,0.00359137,0.003163123,0.003154127,0.0019477357,0.026930595,0.007757390140000001,0.010735652229981086,1.3839257838308343,5,2836.4
CD46,0.008204657,0.010176137,0.0052153724,0.0057232114,0.0094618555,0.0077562466600000005,0.002211069706005681,0.28506954496541,5,2110.8
DAP3,0.006925533,0.012946109,0.0072843027,0.006844491,0.004765914,0.007753269940000002,0.0030667911116970567,0.39554808944225356,5,2143.0
FCGR2B,0.008992786,0.0070796805,0.007739506,0.008618839,0.00623341,0.007732844300000001,0.0011233221091611254,0.14526635550661807,5,2081.0
GALM,0.0052311504,0.0072527323,0.017758356,0.0036119488,0.004799388,0.0077307151000000005,0.005757316815738578,0.7447327629158883,5,2361.8
PHLDA1,0.008284779,0.006973139,0.0068863053,0.007276542,0.0092095975,0.00772607256,0.0009983980737681203,0.12922452721154876,5,2084.6
RPS20,0.00569113,0.0072993506,0.01020936,0.008813047,0.0066068494,0.0077239474,0.0017974948328768516,0.23271712503853295,5,2117.2
LCN9,0.006853337,0.009756318,0.0040358645,0.0061193286,0.0118197715,0.00771692392,0.0030757429227221927,0.3985711087225793,5,2161.8
PEAK1,0.010436556,0.005381988,0.006115364,0.010146582,0.006462344,0.007708566800000001,0.002392184071749329,0.31032799401171807,5,2136.0
ACVR1,0.010674168,0.0089787785,0.005250618,0.006467601,0.0071557104,0.007705375179999999,0.0021386523751698895,0.27755330859436356,5,2106.0
RGS14,0.0075615193,0.0075395964,0.008061779,0.008416572,0.0069202166,0.007699936660000001,0.0005695014982522506,0.07396184194744408,5,2070.6
SMC6,0.0065205093,0.0076007424,0.010547011,0.007381928,0.0064333957,0.007696717280000001,0.0016742105890071557,0.21752268247628234,5,2111.2
KDSR,0.011646568,0.0068697943,0.0078076185,0.006465581,0.005688176,0.007695547559999999,0.0023370574007662913,0.3036895532832353,5,2122.0
CD209,0.010494281,0.0068458687,0.0039149444,0.003298347,0.013878828,0.0076864538199999995,0.004483741171463906,0.5833302686080414,5,2287.0
BARD1,0.0063386587,0.006634914,0.014217502,0.0075764693,0.0036526932,0.007684047439999999,0.003932561836411529,0.5117826076840996,5,2238.2
HPGDS,0.009154124,0.0063860137,0.003953793,0.009012196,0.009875198,0.007676264939999999,0.0024660510643063874,0.3212566376462754,5,2147.0
KRT38,0.0070714056,0.008958602,0.009937122,0.005071031,0.007317852,0.007671202520000001,0.0018733188049283418,0.24420145342849606,5,2119.6
SCN11A,0.0063276505,0.009531336,0.012781787,0.0018103233,0.007894616,0.00766914256,0.004055339070853921,0.5287865024188467,5,2301.4
TRAPPC11,0.005917597,0.007986944,0.0075276634,0.007962381,0.008946736,0.007668264280000001,0.0011076050605339847,0.14444012622553803,5,2086.0
DEFB136,0.011284471,0.0050887177,0.007351338,0.005697403,0.008907117,0.00766580934,0.0025124924865718564,0.32775306234942914,5,2141.8
DOCK9,0.008933013,0.006597428,0.004214515,0.0040326226,0.014509337,0.00765738312,0.004321233566352121,0.5643224974685767,5,2269.0
SLC44A1,0.0064744777,0.005380401,0.011865672,0.0065807016,0.007956311,0.007651512660000001,0.0025269565076611665,0.3302558095304996,5,2158.6
IFT74,0.008795691,0.007362369,0.007902073,0.005732126,0.008462418,0.0076509354,0.0012038624888982546,0.1573484059084141,5,2099.2
ELF2,0.008752695,0.0063989097,0.009485377,0.005890089,0.00770903,0.007647220139999999,0.0015207321069653416,0.19886077282003572,5,2113.2
BRD4,0.008883475,0.006547128,0.006349473,0.00780595,0.008620752,0.007641355600000001,0.0011614068969880023,0.1519896413390318,5,2098.6
CD36,0.0069505493,0.009749822,0.0042020297,0.010993679,0.0062996545,0.0076391469,0.0027290115508462843,0.3572403550514632,5,2157.4
OTUB1,0.0041193594,0.007531814,0.0051285145,0.009971407,0.01134295,0.00761880898,0.0030764925591970963,0.40380229603775897,5,2198.6
ANG,0.0061220867,0.009518306,0.008593695,0.0043759085,0.00947757,0.007617513240000001,0.002278708895535674,0.299140785679248,5,2157.0
GRIP1,0.008208073,0.0071158726,0.00814728,0.008087149,0.0065280013,0.007617275180000001,0.0007564143561802432,0.09930248524646883,5,2094.6
ASB13,0.008923955,0.0066359243,0.0061959964,0.006857121,0.009464033,0.00761540594,0.0014729923985684749,0.19342270263382372,5,2116.2
TUSC3,0.007314341,0.008272647,0.007897076,0.007731693,0.006827601,0.0076086716,0.0005558499075477118,0.07305479021432752,5,2083.6
PTPRB,0.008717364,0.008783907,0.0045490894,0.005844752,0.010117931,0.00760260868,0.002311873245797964,0.30408947022089317,5,2145.6
NCK2,0.009990125,0.0066418047,0.005834574,0.0076135336,0.007930729,0.007602153259999999,0.0015698014490031784,0.20649431750645586,5,2118.4
SOAT1,0.011519284,0.0050869198,0.00460616,0.0060165813,0.010773983,0.00760058562,0.0032871270989624367,0.43248339842561195,5,2201.8
KIR2DL4,0.0048127947,0.007017525,0.0094092665,0.010296115,0.0064565167,0.00759844358,0.0022337084532444663,0.2939692095791631,5,2161.6
ARID3A,0.0033628577,0.008248752,0.0089097265,0.010646809,0.006816149,0.00759685884,0.0027380218986983473,0.3604150026168378,5,2191.6
DEFB115,0.008344089,0.008980631,0.0075521288,0.005621561,0.007429539,0.0075855897600000015,0.00126534003374875,0.1668083924629151,5,2105.2
EVC2,0.0075722327,0.008842296,0.005643991,0.0066092755,0.0092574945,0.007585057940000001,0.0015081236943045792,0.19882823654535975,5,2113.6
RGS5,0.011296144,0.007881014,0.0045829965,0.008033128,0.0061226245,0.0075831814,0.0025105568785529784,0.3310690785470302,5,2144.8
RPS6KA1,0.013114316,0.008047187,0.0036938244,0.0028811623,0.010177783,0.00758285454,0.004323678687729281,0.5701914318574388,5,2296.4
SPRY2,0.009071418,0.0067906436,0.006461966,0.0082961265,0.0072684083,0.00757771248,0.001084816988006888,0.14315890064053843,5,2109.6
IWS1,0.00864679,0.0070788115,0.00738848,0.007954717,0.006817937,0.0075773470999999995,0.000732637083367031,0.0966878082392492,5,2098.0
HTR3D,0.007791346,0.007670667,0.0071982807,0.0064196438,0.008802667,0.0075765209,0.0008717622731686774,0.11506102664729367,5,2101.2
BCL3,0.009001503,0.006180134,0.010596003,0.0071078185,0.004933973,0.0075638863,0.0022527586249977377,0.29783084193078596,5,2161.8
ALDOA,0.018010156,0.008966856,0.004110629,0.00055249006,0.006175992,0.007563224612,0.006597419689495338,0.8723024937045646,5,2586.4
HPSE,0.009118837,0.005249069,0.004483668,0.012554656,0.006378496,0.0075569452,0.003300632024888976,0.43676802431873873,5,2215.2
BATF3,0.006480965,0.0075741974,0.005922961,0.009168372,0.008636605,0.00755662008,0.0013775246351722468,0.18229375310505844,5,2123.0
MCOLN3,0.004574502,0.009079798,0.0072562727,0.0065303496,0.010302281,0.00754864066,0.002230183534920852,0.2954417404895853,5,2159.0
SLIT3,0.007949939,0.009319461,0.0066418992,0.007433726,0.006384153,0.007545835639999998,0.0011713477982880011,0.15523102465666763,5,2114.8
CHERP,0.010360841,0.008299073,0.0071280543,0.006540571,0.005300179,0.0075257436600000005,0.0019181811207684167,0.25488260129875545,5,2139.2
RIN2,0.007498258,0.008510579,0.008521702,0.0060198465,0.007056785,0.007521434100000002,0.0010547683090591747,0.14023499974016584,5,2111.8
WDR11,0.00745973,0.007017711,0.0079387985,0.0069402065,0.008191597,0.0075096086,0.0005518111142195081,0.07348067570652192,5,2110.2
HFE,0.0038873015,0.011168363,0.008946077,0.0077801114,0.0057446603,0.00750530264,0.0028177630982062466,0.37543630595104777,5,2202.0
SDCBP,0.008500001,0.009374099,0.007554472,0.0077941353,0.0042911726,0.007502775980000001,0.0019299136371841907,0.2572266108342729,5,2142.8
TCN2,0.006341403,0.009204822,0.0068050134,0.0074022324,0.0076924246,0.00748917908,0.0010929057259227862,0.14593131159614176,5,2124.4
NEDD4L,0.0063718013,0.008556966,0.008416698,0.0064249886,0.0076408987,0.007482270520000001,0.0010493182234822744,0.14024061555612857,5,2127.2
ZNF154,0.008265503,0.0074633844,0.0060131317,0.0067894235,0.008868841,0.00748005672,0.0011374059148194092,0.1520584612384342,5,2131.4
LMO1,0.007595719,0.0075346446,0.006208445,0.00904548,0.00697671,0.00747219972,0.0010412676493047751,0.1393522240201544,5,2126.6
LCE1F,0.0062048263,0.010579873,0.007231539,0.007381959,0.0059589418,0.007471427819999999,0.0018452558172202145,0.2469749908151043,5,2149.8
UTP15,0.0104530025,0.0061363913,0.0075202417,0.0069636307,0.006263645,0.007467382239999999,0.0017600432025103266,0.23569748352808667,5,2143.4
RHOJ,0.0050611235,0.0060557695,0.0064189984,0.013889564,0.0059034475,0.007465780579999999,0.003625332327194696,0.4855932060080309,5,2244.4
FRS3,0.013801429,0.00785692,0.003336261,0.008902096,0.0033470765,0.007448756499999999,0.004369543428585217,0.5866138097795541,5,2310.8
