gene,GenNet_experiment_105,GenNet_experiment_143,GenNet_experiment_144,GenNet_experiment_145,GenNet_experiment_146,mean,std,cv,n_seeds,mean_rank
GPC6,0.0009807341,0.0006611891,0.0003686872,0.0005194869,0.00040636316,0.000587292092,0.00024767837145861835,0.42172945086857794,5,4827.8
EMX2,0.0005476177,0.00075880985,0.00036197665,0.0008822715,0.0003853162,0.0005871983800000001,0.0002288921772784639,0.3898038296332899,5,4815.0
CDC14A,0.00042403018,0.0013687097,0.00027912945,0.00046365213,0.00039044127,0.000585192546,0.00044335290395608224,0.7576188503878897,5,4847.2
HOPX,0.00086461747,0.00054358144,0.00013214641,0.0007908694,0.00059074967,0.000584392878,0.0002860905565522117,0.4895517507525335,5,4866.8
ABHD6,0.00047436924,0.0003981129,0.0005638379,0.0011358637,0.00033556457,0.000581549662,0.0003214121626651679,0.552682227618882,5,4814.6
SDK2,0.0008653575,0.0013066779,0.00038163416,0.00013600897,0.00021662046,0.000581259798,0.000494470289549745,0.8506872335763103,5,4889.2
SEPTIN12,0.0008850129,0.0005411389,0.00040709449,0.0006285034,0.0004384228,0.0005800344980000001,0.0001915959596839271,0.33031821442442394,5,4818.0
INTS11,0.0013315864,0.00034808443,0.0002748299,0.0007586793,0.00018124931,0.0005788858680000001,0.000475057348322493,0.820640776676367,5,4897.2
UBASH3B,0.0005063063,0.0010403603,0.00032893504,0.0004172433,0.0006009495,0.0005787588880000001,0.00027718085455426885,0.47892284732268126,5,4826.2
GRP,2.1696163e-05,0.002690839,7.083163e-05,7.4971205e-05,2.4661014e-05,0.0005765998024000001,0.0011821584658761326,2.050223501561388,5,5257.0
ADAMTS20,0.0011358698,0.00032258636,0.00044973285,0.00045958278,0.0005118924,0.000575932838,0.0003206551067719915,0.5567578120488964,5,4842.2
DPH1,0.00033748802,0.0015189701,0.0003364517,0.00051547016,0.00016718275,0.000575112546,0.0005418153351662811,0.9421031395240699,5,4884.4
TSEN34,0.0005558465,0.001009037,0.00037546488,0.0006119016,0.00032264617,0.0005749792299999999,0.0002709305351404344,0.4712005599583735,5,4834.4
MACO1,2.4470148e-05,5.0164388e-05,5.8521124e-05,0.002731539,8.043287e-06,0.0005745475894,0.0012059628224452845,2.098978125910634,5,5312.2
VGLL4,0.00082183303,0.0004971513,0.001227292,0.00026126858,5.984203e-05,0.000573477388,0.00046267574073747793,0.8067898585348894,5,4916.2
UNC13A,0.00074032927,0.00081710966,0.00037982978,0.000499592,0.00041802408,0.000570976958,0.00019639828878332573,0.34396885203785355,5,4830.4
NPAP1,0.00028046718,0.0010578999,0.00081110286,0.00031399177,0.00038466114,0.00056962457,0.0003463726885497578,0.6080718894372091,5,4821.0
BSND,0.00045103472,0.00038605518,0.00060419785,0.00096663943,0.00043967596,0.000569520628,0.00023635987997120398,0.4150154855693901,5,4805.2
CUX1,0.00032666436,0.0005475804,0.0011845473,0.00036664854,0.0003985344,0.000564795,0.0003563706161561834,0.6309733906217007,5,4826.6
ABLIM3,0.00058872777,0.00064345554,0.00046006666,0.00072492595,0.0004023406,0.000563903304,0.0001320583780479305,0.23418621084711802,5,4815.2
SIX3,0.00012157571,0.0012199043,0.0005858501,0.00028166632,0.0006083766,0.000563474606,0.00042074557018052203,0.7466983706103733,5,4850.4
NFIA,0.00031647747,0.0011107255,0.00057429925,0.00033248417,0.00047987458,0.000562772194,0.00032440382937448144,0.5764389798094421,5,4826.4
CDH22,0.0006325842,0.0007395334,0.00048164255,0.0005524747,0.00040432322,0.000562111614,0.00013029792129820792,0.23180079908152887,5,4822.0
NPBWR1,0.00038203626,0.0011877839,0.00041463407,0.00047868342,0.00034311326,0.000561250182,0.00035375111337433306,0.6302913116459943,5,4846.0
PRKD3,0.0003429862,0.0009435158,0.00030092406,0.000860928,0.00035586677,0.000560844166,0.00031365752606147466,0.5592596751046077,5,4854.0
XYLB,0.00029522335,0.0013507813,0.00029537943,3.2852655e-05,0.0008268037,0.000560208087,0.0005278574869354603,0.942252529345333,5,4940.8
RPP14,0.002562212,7.093992e-05,2.0414398e-05,7.313807e-05,6.625744e-05,0.0005585923656,0.0011202668905159348,2.0055177254573184,5,5277.4
PTMA,0.001230348,0.0004737217,0.00032275924,0.0005432181,0.00020721946,0.0005554533,0.00039928872496168707,0.7188520168332551,5,4897.6
THG1L,0.00026924477,0.0006263738,0.0006120858,0.00039628748,0.000861401,0.00055307857,0.00022861640180658454,0.41335248589831375,5,4820.4
CLVS1,0.00065874937,0.0007971369,0.0002634468,0.00052288384,0.00051792886,0.000552029154,0.00019796405360034022,0.3586115917354977,5,4860.4
TAOK3,8.667377e-05,0.00086165813,0.0003216842,0.0010700407,0.00041463965,0.00055093929,0.00040394629364893354,0.733195655094654,5,4890.4
BACE1,0.0004154399,0.0014571205,0.00023589912,0.00044369962,0.00019921678,0.000550275184,0.0005181654283237106,0.9416478216537393,5,4917.4
SLC23A1,0.00029504194,0.0010997761,0.00023804835,0.00054219825,0.00056795566,0.00054860406,0.0003409342804026079,0.6214578149542093,5,4869.0
INTS10,0.0006613282,0.0005404392,0.00047066025,0.0004434023,0.0006241617,0.00054799833,9.437050243611349e-05,0.17220947085023686,5,4836.6
RGCC,9.7097225e-05,0.001043713,0.0004908387,0.00039176326,0.000711399,0.0005469622369999999,0.00035475902823465865,0.6485987591766024,5,4865.6
IFT88,0.0005000608,0.0006164995,0.0007179758,0.00046535512,0.00043476195,0.000546930634,0.00011782342235559227,0.21542662822501962,5,4828.2
FBXW10,0.0005686229,0.0010902976,0.0004036494,0.00066776655,9.619024e-07,0.00054625967048,0.00039652510944487135,0.7258912397769427,5,4987.8
F11R,0.0009665859,0.0003925954,0.00034867506,0.00029340535,0.0007299657,0.000546245482,0.00029026269877648097,0.5313777565971355,5,4877.4
TNFSF8,0.00064278016,0.00081228395,0.00032789522,0.0005957672,0.0003388223,0.000543509766,0.0002080934908294423,0.3828698283766299,5,4865.4
STMN2,0.00015775347,0.0007353572,0.000744082,0.0001550141,0.0009238035,0.000543202054,0.0003610381946812713,0.6646480660790567,5,4865.0
APOH,0.00065822137,0.0004730078,0.00047171683,0.0008586956,0.00025278586,0.000542885492,0.00022756540589776334,0.41917754158323195,5,4858.6
NSFL1C,0.000646961,0.0008826076,0.00038133425,0.0003840827,0.00041705763,0.0005424086359999999,0.0002198814831138737,0.40537976079325133,5,4858.8
ZIC5,0.0008074944,0.0011191822,0.00048695767,0.00020919328,8.312112e-05,0.0005411897340000001,0.0004266096234417035,0.7882810715727719,5,4942.0
CEPT1,0.0005961623,0.0007425889,0.0003439915,0.0005826975,0.00043162223,0.000539412486,0.00015506683243820383,0.28747356886025777,5,4856.0
SORBS3,0.0006468522,0.00082376425,0.00031393513,8.0114754e-05,0.0008286898,0.0005386712268,0.0003308595924226978,0.6142143406993978,5,4910.8
SSU72,0.0013076655,0.00024999658,0.0002165729,0.0007523977,0.00016516155,0.0005383588459999999,0.0004908208869200124,0.9116983784455405,5,4960.4
IMMP2L,0.0008153481,0.00033209712,0.00034225208,0.00048134994,0.00070972805,0.000536155058,0.00021812722557610733,0.4068360865414187,5,4874.0
FOXM1,0.0005318195,0.0008245324,0.00037061633,0.0002227729,0.0007296652,0.000535881266,0.0002481116362191197,0.4629974062558844,5,4876.0
SH3TC2,0.0008668743,0.0003309367,0.00052647275,0.0005626892,0.00038751587,0.0005348977640000001,0.00020879014795808788,0.39033655029092224,5,4863.4
RGL2,0.0017328428,0.00046971242,0.00017795173,0.0001546129,0.00013679887,0.0005343837440000001,0.0006837086176958881,1.2794337877461481,5,5029.2
TLN2,0.0005466135,0.0009975331,0.00041599676,0.00019792329,0.0005135742,0.0005343281700000001,0.0002925367625020303,0.5474851952911827,5,4876.8
EDAR,0.0019972408,0.00024852983,0.00017954757,9.6847216e-05,0.00014349697,0.0005331324772,0.0008203345037081615,1.5387066794665,5,5083.6
UBE2E2,9.2473405e-05,0.00034250072,0.0020381284,5.400019e-05,0.0001228241,0.0005299853629999999,0.0008505005590546383,1.6047623546438177,5,5061.2
DUSP22,0.00037959477,0.00079578516,0.00045094267,0.0005956116,0.00042546913,0.000529480666,0.00016936925799330182,0.31987807840617516,5,4854.4
DENND1B,0.0004965464,0.00049669726,0.00086461444,0.00031992554,0.00046928565,0.000529413858,0.00020125284627116113,0.3801427620943786,5,4851.8
LY6D,0.00074852386,0.000531105,0.00023616682,0.0006511649,0.0004772906,0.0005288502360000001,0.00019464354608957855,0.3680504098131451,5,4889.0
MGAM2,0.00073156576,0.00042074156,0.00020331198,0.00059322536,0.0006796265,0.000525694232,0.00021539734340641372,0.40973883732171845,5,4897.0
TOX2,0.00086222874,0.0008547423,0.00016342364,0.00038340126,0.0003637888,0.0005255169480000001,0.0003159226921261677,0.6011655634104642,5,4933.8
GRHL2,0.0006279168,0.00087269297,0.00030214325,0.0002919335,0.0005224778,0.0005234328639999999,0.00024262186395144862,0.4635205021277546,5,4892.0
RAP1GAP2,6.868315e-05,0.00047798638,0.00028993288,0.0014654848,0.00031213654,0.00052284475,0.0005466925976007725,1.0456117185852445,5,4964.4
PLEKHA6,0.0010300535,0.0010195915,0.00028193582,6.250218e-05,0.00019575145,0.00051796689,0.0004692657837873082,0.9059764105526285,5,5002.0
ELP1,0.00040209302,0.00042177184,0.00031980168,0.0011104059,0.00032899107,0.000516612702,0.0003349016138496421,0.6482643817178969,5,4902.2
ADGRG1,0.0008519826,0.00030988827,0.0010362018,0.00022584863,0.00015819551,0.000516423362,0.0003994331107550158,0.77346057546292,5,4938.8
TAGAP,0.0010450048,0.00037138644,0.0001594689,0.000118790216,0.0008836271,0.0005156554912,0.0004244992017525751,0.8232224983480891,5,4979.0
LSAMP,0.00079202256,0.00074433733,0.00017157629,0.00062834687,0.0002408827,0.00051543315,0.00028950985444114026,0.5616826438911433,5,4938.2
IQSEC1,0.0010845183,0.00023175713,0.00042204108,0.00048319492,0.00035533347,0.0005153689800000001,0.000331558162858773,0.643341325779392,5,4921.0
B9D1,9.696417e-07,0.0017182268,0.00030968635,0.00054313254,5.444138e-07,0.0005145119490999999,0.0007105614743601395,1.3810397904326137,5,5172.4
PUS1,0.00036848412,0.0012100157,1.0603297e-05,0.0003575099,0.00062534906,0.0005143924154,0.0004460683695302766,0.8671752463212478,5,5019.0
ATAT1,0.00029317458,0.00010874172,0.0014885014,0.00024900257,0.00042626375,0.000513136804,0.0005569040941137644,1.0852936093700354,5,4940.0
ACAA2,0.0015771616,0.00026866602,0.0003838816,0.00031331734,1.9435405e-05,0.0005124923930000001,0.000610796294138565,1.1918153371274818,5,5065.2
MRPS10,0.00033897167,0.0010663354,0.0003476502,0.00030745397,0.0005013206,0.0005123463679999999,0.0003186651548078926,0.6219721163474563,5,4896.2
ZDHHC19,0.00022125237,0.00046957436,0.0004062412,0.0006991763,0.00076109247,0.00051146734,0.00022056725182837057,0.4312440591580502,5,4872.6
OR2T3,0.0005678262,0.00083826936,0.00018291906,0.0004272628,0.0005386241,0.0005109803039999999,0.0002375639712885358,0.4649180593241336,5,4917.6
TMEM170A,0.00047593424,0.00024032932,0.00061742903,0.0007031371,0.00051579514,0.000510524966,0.00017518411260749697,0.3431450453443583,5,4871.2
MAGI1,0.0005894883,0.00027827953,0.0013481948,0.00013464542,0.00020000293,0.0005101221960000001,0.0004998931031423619,0.979947759697878,5,4948.4
SDHAF4,0.0008550014,0.000771447,8.6176304e-05,0.00060488883,0.00022636041,0.0005087747888,0.00033780720332157456,0.6639621513446631,5,4989.4
PEBP1,0.00038859737,0.0013644198,0.00024742924,0.00017279304,0.00036679214,0.000508006318,0.00048680395140358353,0.9582635769572919,5,4952.6
SUDS3,8.278957e-05,0.0007032522,0.00058342074,0.00048211814,0.0006856001,0.00050743615,0.0002533898656076884,0.4993532006099455,5,4894.0
NCOA7,0.00065951276,0.0008911909,0.0005731905,0.00025646362,0.00015380551,0.000506832658,0.00030114724693620286,0.5941749060223401,5,4926.8
MATR3,0.00034877134,0.0014199527,0.00018189607,0.00033727664,0.00024518036,0.000506615422,0.000515161700319026,1.0168693607574897,5,4964.8
RECK,0.002528965,2.849381e-07,2.3424693e-07,2.3545095e-07,2.707475e-07,0.000505998076696,0.0011308728894008657,2.2349351538746776,5,5540.4
ELL2,0.00055061025,0.000302462,0.0007099515,0.0004020146,0.0005597295,0.0005049535699999999,0.00015708942811818846,0.3110967769139418,5,4877.2
RNASET2,0.0003380359,0.00065002893,0.0005404819,0.00053247024,0.0004604105,0.0005042854940000001,0.00011501049023366552,0.22806622756764344,5,4867.0
CACNB2,0.00070639,0.0007220819,0.0004018388,0.00015965595,0.00053025165,0.00050404366,0.00023357027976617502,0.4633929524402212,5,4912.2
TAX1BP1,0.00029600956,0.0011519438,0.00033233178,0.0005239647,0.00020388876,0.00050162772,0.000381771651614626,0.7610656995084443,5,4930.4
TFPI,0.0007904569,0.00058208295,0.0004256002,0.0003754359,0.0003263174,0.00049997867,0.000188626621898314,0.3772693381065916,5,4908.8
NIPAL3,0.00078041136,0.0012998587,2.0301066e-05,0.00037947297,1.11269055e-05,0.0004982342003000001,0.0005481841878664506,1.1002540322129117,5,5167.8
OR2G3,0.00032540062,0.00057502533,0.0002680662,0.00013544987,0.0011858483,0.000497958064,0.0004162844194787981,0.8359828860584495,5,4951.2
CDS1,0.00034234373,0.00088857394,0.00032520265,0.0002645516,0.0006669733,0.000497529044,0.00026911188367579534,0.5408968318958991,5,4912.0
HSPBP1,0.0012597761,0.000117660566,4.0602812e-05,0.00035830468,0.00070841645,0.0004969521216,0.0004994891074367279,1.0051050910670425,5,5066.4
NLRP12,0.00070621906,0.00081674894,0.00036031703,0.00022514098,0.00036862266,0.0004954097339999999,0.00025252210667459904,0.5097237485337724,5,4930.8
ARID1A,5.148463e-06,0.00093968905,0.0006450307,0.0006937624,0.00018972563,0.0004946712486,0.00038500340345213083,0.778301557937222,5,4996.0
HELLS,0.00076858245,0.00055438245,0.0002799199,0.0003844284,0.0004852274,0.00049450812,0.00018503611433964926,0.3741821556734989,5,4923.2
SPTSSB,0.0003720457,0.0008006445,0.0004924346,0.0005559714,0.0002508992,0.0004943990800000001,0.00020727023918080235,0.41923670080616315,5,4901.2
PNOC,0.00064258766,0.0007840077,0.00032045413,0.00038293056,0.00033857426,0.000493710862,0.00020784254311267006,0.4209802925354113,5,4925.8
OR6F1,0.00030717993,0.00070922775,0.0002769926,0.0010433163,0.000118209835,0.000490985283,0.00037790148767340615,0.7696798677230537,5,4971.4
AHSA1,0.00068831164,1.6405608e-06,0.0009013548,0.00069821,0.00016243807,0.00049039101416,0.00038654969846166814,0.7882479231879818,5,5000.6
ZNF202,4.5546376e-06,0.0013421603,0.0002630975,0.00069127674,0.00014197982,0.0004886137995200001,0.0005419732201113385,1.1092057175703125,5,5071.4
GPRC5A,1.5760403e-05,0.0011738824,1.9935424e-05,0.0006257143,0.00060256344,0.0004875711934,0.00048595741627846485,0.996690171315738,5,5104.2
DNAJC5,0.00043675865,0.0010124429,0.00015657437,0.00039203351,0.0004383327,0.000487228426,0.0003159044201934947,0.6483702578418417,5,4956.6
SDF2L1,0.0001094167,2.575887e-06,0.00010015411,8.213548e-05,0.0021383073,0.0004865178954,0.000924339700646969,1.8999089435076286,5,5209.2
KCNA1,0.00059588446,0.00060356804,0.00030056457,0.00067900884,0.00025311837,0.000486428856,0.0001947873735644054,0.4004437055115937,5,4930.0
ZNF703,0.00038796462,0.00083066174,0.00039713574,0.0005283296,0.00028582793,0.00048598392599999993,0.00021104511295532119,0.4342635664771374,5,4914.2
CDH20,0.00038672585,0.00053397764,0.00029251238,0.00048075747,0.00072266255,0.000483327178,0.0001624773805007496,0.3361643786990799,5,4917.4
ZMIZ1,0.00076386106,0.0005290904,0.00025833969,0.0004442124,0.00040864956,0.000480830622,0.00018607018146602565,0.38697656295697747,5,4942.8
RBM25,0.00028918422,0.0006021569,0.00023010018,0.0008170346,0.00045707703,0.00047911058600000003,0.0002386926470459002,0.49819948467158304,5,4932.4
GXYLT1,0.00050274085,0.00044752183,0.00036895537,0.00055171706,0.00052448374,0.00047908377000000006,7.249281010809798e-05,0.1513155206825269,5,4914.6
CHN2,0.0004761463,0.0007715812,0.00025459798,0.00046798718,0.00042447489,0.00047895751000000004,0.00018645537641422035,0.389294191073902,5,4936.4
ESRRG,0.0004286313,0.0007629735,0.00025052286,0.0006235245,0.00031320853,0.00047577213799999995,0.00021430224293277663,0.45043041787532473,5,4946.8
DZIP3,0.0005432176,0.0005187062,0.00040784143,0.00062302506,0.00028575864,0.000475709786,0.00013114432711183998,0.2756813733317649,5,4924.2
INPP1,0.00019728592,0.00065246364,0.00029190056,0.00038266406,0.0008461115,0.00047408513599999996,0.0002685094714567117,0.5663739507258286,5,4935.8
ZNF347,0.00043188868,0.0011652187,0.00019502334,5.7960613e-05,0.00052016607,0.0004740514806000001,0.00042796165004294127,0.9027746300913909,5,5015.8
SLC13A2,0.00038089932,0.0007257104,0.0003861856,0.00039457288,0.00047972339,0.00047341831800000006,0.0001466943793630343,0.30986206867270877,5,4918.0
PPP2R3A,1.6525511e-06,0.00032528478,0.0016697197,1.0355498e-06,0.00036186713,0.00047191194218,0.000691234634887135,1.4647534277135954,5,5179.8
BUB1,7.346369e-05,0.0008993217,0.00059211056,0.0003382104,0.0004531724,0.00047125575,0.00030582386203190033,0.6489551841688941,5,4947.6
PCF11,0.00059125945,0.0007803809,0.00051582296,0.00017608165,0.00029179998,0.00047106898799999995,0.00024045656098361937,0.510448717935173,5,4944.8
SOX13,0.0002703072,0.00041709348,0.0007160103,0.0006764377,0.00027513554,0.000470996844,0.00021434848681470807,0.4550953781225508,5,4913.2
PDE6D,0.00025037464,0.00088336895,0.00028815924,0.00047097178,0.00045963284,0.00047050149,0.0002511386143538779,0.5337679469492815,5,4939.2
FEM1C,0.0009439854,0.00088594813,0.0003042128,1.0709926e-05,0.00019649326,0.00046826990320000003,0.0004215740577505817,0.9002800625658097,5,5090.8
ZNF224,0.00076068635,0.0009121618,0.00030138975,0.00013086878,0.00023143723,0.00046730878200000007,0.0003465259709595259,0.7415353280468114,5,4999.4
MFSD4B,0.0005149398,0.0011309305,0.00017490766,0.00023766595,0.0002748876,0.00046666630199999995,0.00039303962659391995,0.8422284294140441,5,5002.4
ADAM23,0.00067794434,0.0004656596,0.00020384543,0.0003493305,0.00063429127,0.00046621422800000007,0.00019721753980209486,0.4230191357482441,5,4962.8
KANK1,0.0005087411,0.0003286503,0.00038677675,0.0008105078,0.000291127,0.00046516058999999997,0.00020989922129677015,0.4512403367980296,5,4942.4
HVCN1,0.0006376888,0.00060998433,0.00047273334,0.00047620048,0.00012849102,0.000465019594,0.00020264835589747028,0.43578455297836394,5,4965.6
PPM1K,0.0012831263,0.00031601946,0.00036225468,0.00017046975,0.00018990428,0.00046435489399999994,0.0004648940974434147,1.001161188242833,5,5021.2
ABCF1,0.00018355617,0.0006657409,0.0007803553,0.00043526257,0.0002505053,0.000463084048,0.0002577937355361513,0.5566888703023328,5,4933.0
HIC1,0.00038663344,0.0011428344,0.00027571683,0.00016765507,0.00033878649,0.000462325246,0.00038914553702736494,0.8417137943346596,5,4988.2
DDX47,9.614718e-05,0.0008282651,0.0005332768,0.00045613875,0.00039476476,0.00046171851800000006,0.00026345461050579516,0.5705957206286344,5,4946.4
UBASH3A,0.0005120164,0.00036310972,0.00038142662,0.0007241027,0.00032432008,0.000460995104,0.00016311156760842035,0.3538249456298355,5,4940.6
APBA2,0.00056602183,0.00035412906,0.00018684578,0.00039180752,0.00080480915,0.000460722668,0.0002348422157981411,0.5097257680365341,5,4970.8
LIN28B,0.00045509255,0.00037322225,0.0005068724,0.0005173669,0.00044934897,0.00046038061399999997,5.7347982010945513e-05,0.12456645711616675,5,4919.0
SEPTIN7,0.00044764773,0.00029860836,0.00015240673,0.000713051,0.0006881291,0.000459968584,0.0002433573245858444,0.5290737955830574,5,4979.6
KDM5B,0.0005727336,0.00064210285,0.00037876875,0.0004472764,0.00025159447,0.0004584952139999999,0.00015496149646820087,0.3379784384580313,5,4951.4
SMC1B,0.00027114482,0.0006275581,0.0002533977,0.0009720174,0.00016485974,0.00045779555199999995,0.00033751733261953984,0.7372665180887119,5,4988.2
CASR,1.3733946e-06,0.001991988,0.00020893625,9.482726e-07,8.505629e-05,0.0004576604414400001,0.0008619226340448137,1.8833234337073743,5,5313.4
PACRG,0.00010495441,0.0007899667,0.00052506535,0.00049580535,0.00036070662,0.000455299686,0.0002500997938323394,0.5493080744895119,5,4956.2
DNAH2,0.0004888851,0.00047926558,0.00022136787,0.0004679779,0.0006139666,0.00045429260999999997,0.00014296616238116696,0.3147006119715814,5,4960.0
MRPL46,0.00032965996,0.0007347022,0.0004857786,0.00031765725,0.00040236715,0.000454033032,0.00017067464755428783,0.3759079968311377,5,4937.6
SEC63,2.4631427e-05,0.00024790704,0.00057443354,0.00033706427,0.0010848392,0.0004537750954000001,0.00040403209200985104,0.8903796089860311,5,5017.0
OLIG3,0.00062679447,0.000563652,0.00034741222,0.00039506814,0.00033126472,0.00045283831,0.00013395205324421758,0.2958054790996318,5,4955.6
SMG7,0.00021852968,0.0006057036,0.00033840744,0.00038972023,0.00071018,0.00045250819,0.000200979381732983,0.44414529101226435,5,4948.2
ALDH1A3,0.00037835346,0.001239831,0.00031866872,0.00012436288,0.00019875656,0.000451994524,0.0004514856171010338,0.998874086140552,5,5020.6
UMOD,0.0005412262,0.00033349337,0.0002748468,0.0006397964,0.00046964874,0.00045180230200000005,0.00014913681876442222,0.33009309183294555,5,4959.8
MFN2,7.5506905e-06,3.4383287e-05,0.00017841673,0.00013475552,0.0019036813,0.00045175750550000005,0.0008146792430395676,1.8033551919361914,5,5218.8
RASGEF1A,0.00084530166,0.00058099243,0.0002529457,0.00028685835,0.0002878683,0.00045079328799999994,0.00025746434502902933,0.5711361546027042,5,4996.4
PPRC1,2.0055154e-06,1.3712464e-06,3.8401544e-05,6.819911e-05,0.0021372314,0.00044944176316,0.0009439147557352832,2.1001936916112802,5,5367.4
APPBP2,0.0007209521,0.00040353643,0.0005120546,0.0005867873,2.1124859e-05,0.0004488910578,0.0002655481032024895,0.5915646983567279,5,5045.0
DHDH,7.798603e-05,0.0008826012,0.0002065794,0.00055300246,0.0005240333,0.000448840478,0.00031657364642352973,0.7053143866038075,5,5003.0
BCL2A1,0.000384443,0.0003109385,0.0007976915,0.0004159024,0.00033382734,0.000448560548,0.0001994828146422857,0.44471769871809075,5,4942.6
MEP1B,0.00019867328,0.00040473492,0.000799105,0.00024407537,0.0005945194,0.000448221594,0.0002501816066659665,0.5581650014523096,5,4938.2
CHD7,0.00047027887,0.0005947349,0.00019636421,0.00042692866,0.0005427596,0.00044621324800000003,0.00015391188264995905,0.3449289848291529,5,4975.0
SLC14A1,0.00013136685,0.00044436555,0.00043923536,0.000913268,0.0003020809,0.000446063332,0.00029072947991825383,0.6517672694922474,5,4971.4
DHX29,0.0009364828,0.00019977518,0.00078868173,2.9024246e-05,0.00027120174,0.0004450331392,0.00039466737393010093,0.8868269330224766,5,5066.2
MYPN,0.0004524136,0.0005748763,0.000244199,0.0006422018,0.00031010265,0.00044475867000000005,0.00016906316136807272,0.38012336300959054,5,4974.6
MAP2,0.00082448544,0.00031270483,8.9908404e-05,0.00017584604,0.00081728783,0.0004440465088,0.0003530718020281419,0.7951234724990635,5,5059.2
DNMT1,0.0004089745,0.00091292005,0.00042609154,8.600952e-05,0.00038252064,0.00044330325000000007,0.00029722381299941784,0.670475149910175,5,4994.4
ADAP2,0.000110604284,0.0006196093,0.00023884242,0.0006317574,0.0006103521,0.00044223310079999996,0.00024849105370734894,0.561900620414502,5,4985.4
OASL,0.00075174385,0.00045356769,0.0003558572,0.00025666627,0.00039118802,0.000441804606,0.0001873672222867141,0.42409522160281443,5,4979.0
ACOD1,0.0006009731,0.0009062623,0.00013653417,0.0004668006,9.376379e-05,0.000440866792,0.00033763827165183625,0.7658509957625391,5,5068.0
SMG1,0.00042763655,0.0007546847,0.00020457568,0.0007019207,0.00011496105,0.00044075573599999996,0.00028672889729609526,0.6505392304096873,5,5030.2
UBE2K,8.8471716e-05,0.0017647595,0.00018006453,2.528511e-05,0.00014513839,0.00044074384920000004,0.0007424714402483267,1.684587185041825,5,5190.0
CITED2,0.0005383391,0.0006731051,0.00034618317,0.00032266031,0.000320251,0.000440107736,0.00015883838613598456,0.360907962172209,5,4976.2
CHGB,7.9050835e-05,0.00079852506,0.00019258048,0.00062991766,0.0004965986,0.00043933452699999995,0.0002997127133062169,0.6821970386730313,5,5012.0
SSTR5,6.286123e-05,0.0007919472,0.0004731204,0.00044277465,0.00042528973,0.00043919864199999995,0.00025856252830504435,0.5887143164368991,5,4992.0
GUCY2C,0.00061857945,0.0005620032,0.0003083988,0.0003466232,0.00035961997,0.0004390449239999999,0.0001407745464956241,0.3206381370112916,5,4978.8
TOX3,0.00051247596,0.00075457955,0.00029400247,0.00011990752,0.0005085963,0.00043791236000000007,0.00024118001251379509,0.5507494981730935,5,5003.6
ABCA13,0.000666197,0.0006995839,0.0002332608,0.00039337252,0.00019696499,0.0004378758419999999,0.00023585353426737942,0.5386310722010087,5,5011.8
PDE3A,0.00088641734,0.0004964963,0.00023143414,0.00025413968,0.00031780146,0.000437257784,0.0002717622740142503,0.6215150054692915,5,5020.0
PPP4R2,0.00038133888,0.00067555316,0.0003769173,0.00032281465,0.00042853324,0.000437031446,0.0001384970004189581,0.31690397038147705,5,4962.2
RASA3,1.857739e-06,0.0006742994,0.0014846182,1.720135e-06,2.1645325e-05,0.0004368281598,0.0006529072684526674,1.4946547144570497,5,5294.0
MAEA,0.00041703606,0.00045843312,0.0005422481,0.00028141346,0.0004835762,0.000436541388,9.786542072873196e-05,0.22418360187357989,5,4950.8
DCSTAMP,0.00027284844,0.00046955294,0.00018340551,0.00094218436,0.00030804912,0.000435208074,0.0003017196985443915,0.6932768865505733,5,5003.2
LNPEP,0.00032263115,0.0007811246,0.00044193031,0.00027179084,0.00035744163,0.00043498370599999995,0.00020318068049747552,0.4670995204989944,5,4971.8
SLC45A3,0.0009150961,0.00051198516,0.00068464817,2.4631106e-05,3.398312e-05,0.0004340687312,0.0003962183803723689,0.9128010194998559,5,5146.4
OR52Z1,0.00033313953,0.00039612583,0.0004917108,0.00029754912,0.00065055,0.00043381505600000004,0.00014181889659862725,0.32691096041311035,5,4951.2
GORAB,2.268341e-05,0.0013313738,0.0002692732,0.0005129276,2.887306e-05,0.0004330262140000001,0.0005412828869993865,1.2500002759634001,5,5165.8
PCARE,6.153112e-05,0.00052785664,0.00044964417,0.00018336052,0.00093922066,0.00043232262199999997,0.00034126268171903317,0.7893704015309039,5,5016.8
IGSF11,0.00012884777,0.00015195007,0.0009016665,0.00047243177,0.0005057665,0.000432132522,0.0003154330340208553,0.7299451394238162,5,4990.0
RFNG,0.0005420563,0.0006303227,0.0004208642,0.00029180752,0.00027009775,0.000431029694,0.00015606877577014301,0.3620835825063668,5,4981.4
TRA2B,0.00023407627,0.00014408541,0.0001501933,0.0014999544,0.00012474609,0.00043061109399999996,0.000599250688482528,1.3916285410020766,5,5123.0
SLCO4A1,0.00041828377,0.0007546032,0.0003339354,0.00018288799,0.0004607042,0.000430082912,0.0002102022679948377,0.4887482439544999,5,4989.4
ADD2,0.0010674018,0.0003359213,0.00031741423,0.000105700135,0.00031851226,0.000428989945,0.00036925676351193406,0.8607585511402466,5,5049.4
LPP,0.00048496382,0.00012007403,0.0005777662,0.0005249843,0.00043402446,0.00042836256200000003,0.0001802323401616894,0.42074718042630765,5,4983.6
CLDN17,6.7633175e-07,0.001257947,0.00035866693,0.00045952946,6.2461026e-05,0.00042785614955000005,0.0005027020389225025,1.1749323679260473,5,5164.4
